"","10A-16S","10B-16S","10C-16S","10D-16S","10E-16S","16A-16S","16B-16S","16C-16S","16D-16S","16E-16S","1A-16S","1B-16S","1C-16S","1D-16S","1E-16S","2A-16S","2B-16S","2C-16S","2D-16S","2E-16S","3A-16S","3B-16S","3C-16S","3D-16S","3E-16S","4A-16S","4B-16S","4C-16S","4D-16S","4E-16S","5A-16S","5B-16S","5C-16S","5D-16S","5E-16S","6A-16S","6B-16S","6C-16S","6D-16S","6E-16S","8A-16S","8B-16S","8C-16S","8D-16S","8E-16S","D0-16S"
"OTU_4168",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_3488",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_3944",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"OTU_5080",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2317",0,2,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,1,0,2,0,1,0,2,0,4
"OTU_961",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,2,23,0,9,0,11,3,1,6,0,8,0,0,3,0,6,1,0,4,0,1,0,0,1,0,1
"OTU_4682",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_1123",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,2,0,5,0,6,0,2,1,1,6,1,2,0,0,1,0,7,0,0,2,0,2,1,1,0,0,0
"OTU_3941",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"OTU_2949",0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"OTU_3424",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_4545",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"OTU_1103",0,1,4,0,5,0,1,0,0,1,0,0,0,0,13,0,0,0,0,0,2,0,2,1,0,0,0,7,0,3,0,7,4,0,3,0,1,4,0,4,0,0,3,0,2,0
"OTU_3303",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"OTU_1742",0,2,1,1,0,0,1,2,0,2,0,0,0,0,0,0,1,2,1,0,2,6,1,0,0,0,0,1,2,0,1,1,2,2,0,6,2,1,5,0,1,0,0,0,0,0
"OTU_2298",0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,6,7,0,1,0,4,1,1,2,0,4
"OTU_1916",0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,2,2,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,2,0,7
"OTU_4852",0,3,2,0,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,1,0,3,0,1,0,0,0,0,1,1,0,2,2,0,1,1,0,2,0,1,0,0,1,0,1,6
"OTU_1271",0,2,1,0,1,2,1,0,1,0,0,1,1,1,1,0,8,0,0,1,2,1,2,1,0,1,3,3,1,1,0,3,3,2,0,0,0,3,0,0,2,0,0,0,0,1
"OTU_4821",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU_2035",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_2439",0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
"OTU_794",0,4,0,4,0,0,1,0,0,0,1,1,0,2,0,6,14,1,13,5,1,7,2,9,0,15,7,0,21,1,4,0,2,5,0,2,9,1,17,0,1,2,2,6,0,1
"OTU_3111",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,2,0,1,2,0,0
"OTU_1116",0,2,1,3,0,1,2,0,0,1,1,0,1,1,1,7,7,1,2,4,7,16,4,8,1,2,8,4,8,1,2,4,8,12,1,2,3,1,3,0,0,0,1,5,5,17
"OTU_4630",0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,1,0,4,0,2,3,1,3,0,2,0,1,1,0,1,0,0,2,0,0,0,0,3,1,1
"OTU_1522",0,1,1,0,0,0,0,0,0,0,3,0,1,1,1,7,1,2,4,4,1,2,2,1,1,4,0,2,1,0,1,2,0,1,0,3,0,0,0,1,0,0,0,0,1,0
"OTU_3129",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
"OTU_2919",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,1
"OTU_2266",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
"OTU_3923",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_3354",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,0,1,4,0,1,6,0,2,1,3,3,0,6,0,0,7,1,2,2,0,7,0,2
"OTU_3317",0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,2
"OTU_2240",0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,2,2
"OTU_1774",0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,3,0,1,1,0,2,0,0
"OTU_2586",0,1,0,0,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"OTU_2094",0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,4
"OTU_4508",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"OTU_2002",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5
"OTU_1769",0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7
"OTU_2405",0,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"OTU_672",0,4,0,2,0,1,0,0,0,0,1,1,1,1,0,5,1,4,17,1,7,19,3,21,0,8,4,2,21,0,11,0,0,13,0,8,0,0,5,0,2,0,0,4,0,0
"OTU_2118",0,3,1,1,3,0,1,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,1,0,0,1,0,1,0,1,1,0,2,1,2,9
"OTU_715",0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,4,3,11,1,5,10,0,17,0,12,1,7,16,0,6,1,1,4,0,0,0,0,5,0,0
"OTU_3651",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_3411",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_1988",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5
"OTU_2595",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"OTU_2931",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"OTU_4675",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3740",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"OTU_3706",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,1
"OTU_4775",0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,2,0,1,0,2,0,1,4,1,1,1,1,1,1,3,3,0,8,0,2,0,1,6,1,0
"OTU_3929",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_3099",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"OTU_2512",0,2,2,0,0,5,0,1,0,1,0,0,0,0,0,1,5,0,0,1,0,2,1,0,1,0,1,1,1,0,0,1,2,1,0,1,1,0,1,3,1,2,0,0,4,34
"OTU_1515",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,3,0,1,1,1,0,0,11,0,1,4,1,3,0,0,0,0,1
"OTU_880",0,1,0,0,0,0,0,0,0,0,9,1,1,0,1,11,8,3,7,11,2,6,1,14,0,11,7,1,6,1,1,2,2,10,0,7,0,0,4,0,0,0,0,3,0,3
"OTU_3014",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0
"OTU_1719",0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,3,0,0,2,1,2,6
"OTU_1465",0,2,1,0,1,0,0,1,0,1,0,0,2,2,1,1,4,1,0,1,1,4,0,2,0,0,2,1,0,2,1,3,2,2,0,1,2,2,0,1,0,2,0,0,0,4
"OTU_935",0,1,5,0,7,4,3,22,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,1,0,0,1,3,1,3,1,1,0,0,8,1,1,2,0,6,0
"OTU_1766",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7
"OTU_3969",0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,6
"OTU_3114",0,2,2,5,0,4,0,1,0,1,0,2,0,0,0,1,2,0,0,0,3,0,0,4,0,16,2,0,4,1,27,0,1,38,1,11,1,2,15,0,8,0,0,25,1,0
"OTU_2258",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,9
"OTU_3753",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_1129",0,1,1,1,2,0,0,0,0,2,104,188,222,233,259,29,62,0,10,45,24,9,35,9,16,6,10,14,10,7,9,6,9,3,4,0,2,7,2,6,1,2,2,1,3,0
"OTU_4819",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_1686",0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,4,3,6,1,1,4,4,2,7,8,0,1,5,2,2,1,1,2,0,0,0,0,0,1,0,1,8
"OTU_4568",0,1,0,1,0,0,0,0,0,0,2,7,1,4,1,33,10,7,24,6,19,32,10,20,0,12,8,5,28,1,6,9,0,5,0,8,3,0,9,1,5,1,0,8,0,0
"OTU_4315",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_986",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,7,0,6,6,1,6,1,3,0,5,5,0,4,9,1,13,0,2,0,2,0,0,0
"OTU_632",0,3,2,0,1,1,0,1,1,0,5,8,2,2,0,1,23,2,4,4,8,17,3,2,2,8,9,13,5,0,7,8,4,5,1,0,1,10,0,2,1,1,6,3,1,8
"OTU_3474",0,3,2,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,3,2,0,3,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,2,0,13
"OTU_2454",0,1,0,0,0,0,0,0,0,0,1,5,4,5,0,1,0,0,2,1,1,5,1,2,0,1,4,1,2,0,0,0,2,3,1,0,0,0,1,0,1,0,1,1,0,1
"OTU_1121",0,1,1,1,2,2,3,1,1,3,0,3,1,0,0,0,3,1,0,0,0,7,2,2,0,0,0,1,1,0,1,4,1,3,1,1,1,1,0,0,0,0,1,3,3,31
"OTU_3231",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"OTU_2216",0,1,1,0,0,4,0,3,1,3,1,0,0,0,0,0,1,0,0,0,1,2,1,0,2,1,0,1,0,0,1,0,0,1,0,0,2,1,1,3,1,1,1,1,1,14
"OTU_1630",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,8,1,0,3,0,2,0,0,0,0,0
"OTU_2295",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,0,1,1,0,1,0,0,1,0,0
"OTU_4577",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_2113",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7
"OTU_3824",0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"OTU_4652",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_2213",0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"OTU_2265",0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
"OTU_990",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,1,0,1,0,5,6,1,6,1,5,0,2,4,0,5,7,3,6,0,1,1,0,2,0,0
"OTU_4760",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_825",0,1,0,1,0,0,0,0,0,0,10,6,20,18,25,1,5,1,3,5,3,0,4,0,2,1,0,1,3,1,0,2,0,0,0,1,2,0,0,1,0,0,2,1,0,0
"OTU_1892",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9
"OTU_4363",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,3,0,0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"OTU_1654",0,2,0,0,0,0,1,1,0,2,0,1,0,0,0,0,4,0,0,0,4,8,0,0,0,0,6,3,4,2,0,6,7,0,0,2,2,1,3,1,0,1,0,2,1,4
"OTU_4093",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_3220",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"OTU_4929",0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4862",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_96",0,1,0,0,0,1,0,0,0,0,230,186,27,102,2,372,44,145,420,87,97,238,13,285,0,32,25,6,61,4,5,3,3,19,0,4,0,1,7,0,5,1,1,1,0,1
"OTU_3206",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0
"OTU_2883",0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,3,2,0,0,0,2,1,1,0,2,0,1,1,0,0,0,1,0,1,0,0,1,0,1,5
"OTU_1092",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
"OTU_1801",0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2
"OTU_2192",0,1,2,0,1,0,0,0,0,0,31,57,28,35,247,8,23,1,5,34,59,36,33,30,22,3,7,26,11,28,7,28,16,7,4,9,1,8,8,8,5,0,5,1,1,1
"OTU_3131",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1
"OTU_4160",0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,0,0,0,0,4
"OTU_2648",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0
"OTU_4136",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_3074",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"OTU_4672",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1905",0,3,2,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,1,1,0,0,2,0,0,0,0,0,1,0,13
"OTU_2940",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_952",0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,3,1,1,14,1,11,0,6,2,0,8,0,0,0,0,1,0,17,0,0,7,0,0,0,0,0,0,0
"OTU_1845",0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,10
"OTU_4671",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1105",0,1,1,1,2,2,2,1,0,2,2,0,0,0,2,0,7,1,1,2,1,4,2,1,0,0,3,2,2,0,0,2,1,0,0,2,2,0,1,1,0,1,0,0,1,39
"OTU_2477",0,2,1,0,0,1,1,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,3,3,0,1,0,1,0,0,3
"OTU_2775",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"OTU_1583",0,1,4,1,3,2,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,1,0,0,1,3,2,0,5,0,3,2,1,4,0,16,0,1,6,2,5,0,2,5,3,0
"OTU_1995",0,1,2,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2,0,1,10
"OTU_2339",0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2
"OTU_4116",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_1693",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,3,0,1,1,0,4,0,0,2,0,1,0,0,1,0,0
"OTU_3358",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"OTU_4023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_1098",0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,2,3,1,2,0,1,0,0,2,0,12,0,0,9,0,1,0,0,7,0,0
"OTU_2515",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0
"OTU_4109",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"OTU_2497",0,1,3,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,4,0,1,0
"OTU_2131",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14
"OTU_859",0,2,1,0,0,0,0,0,0,0,12,14,2,4,0,10,13,3,14,2,5,9,8,2,0,2,2,1,2,1,2,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0
"OTU_2745",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"OTU_1927",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,22
"OTU_1135",0,3,2,2,3,1,4,1,0,2,0,0,1,0,0,2,4,0,1,2,2,2,2,3,0,1,3,2,0,0,0,2,0,0,1,1,1,1,2,0,0,0,2,1,1,29
"OTU_2473",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,9
"OTU_4575",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1
"OTU_1575",0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,1,2,3,0,0
"OTU_3733",0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,1,0,3,0,3,3,0,4,1,0,1,1,7,0,0,1,0,2,0
